InvoiceNo,StockCode,ProductsCategory,Quantity,InvoiceDate,UnitPrice,CustomerID,Cities,Tax 5%,Total,Gender,Payment
548550,22662,Breads & Buns,10,01-04-2021 08:22,1.65,18161,Mumbai,16.5,0.825,Female,Ewallet
548550,22662,Breads & Buns,10,01-04-2021 08:22,1.65,18161,Mumbai,16.5,0.825,Female,Ewallet
548550,22662,Breads & Buns,10,01-04-2021 08:22,1.65,18161,Mumbai,16.5,0.825,Female,Credit card
548550,22662,Breads & Buns,10,01-04-2021 08:22,1.65,18161,Mumbai,16.5,0.825,Female,Cash
548550,22662,Breads & Buns,10,01-04-2021 08:22,1.65,18161,Mumbai,16.5,0.825,Female,Cash
548550,22662,Breads & Buns,10,01-04-2021 08:22,1.65,18161,Mumbai,16.5,0.825,Female,Ewallet
548550,22662,Breads & Buns,10,01-04-2021 08:22,1.65,18161,Mumbai,16.5,0.825,Female,Credit card
548550,22662,Breads & Buns,10,01-04-2021 08:22,1.65,18161,Mumbai,16.5,0.825,Female,Ewallet
548550,22662,Breads & Buns,10,01-04-2021 08:22,1.65,18161,Mumbai,16.5,0.825,Female,Credit card
548550,22662,Breads & Buns,10,01-04-2021 08:22,1.65,18161,Mumbai,16.5,0.825,Female,Ewallet
548550,22662,Breads & Buns,10,01-04-2021 08:22,1.65,18161,Mumbai,16.5,0.825,Female,Credit card
548550,22662,Breads & Buns,10,01-04-2021 08:22,1.65,18161,Mumbai,16.5,0.825,Female,Ewallet
548550,22662,Breads & Buns,10,01-04-2021 08:22,1.65,18161,Mumbai,16.5,0.825,Female,Cash
548550,22662,Breads & Buns,10,01-04-2021 08:22,1.65,18161,Mumbai,16.5,0.825,Female,Cash
548550,22662,Breads & Buns,10,01-04-2021 08:22,1.65,18161,Mumbai,16.5,0.825,Female,Credit card
548550,22662,Breads & Buns,10,01-04-2021 08:22,1.65,18161,Mumbai,16.5,0.825,Female,Ewallet
548550,22662,Breads & Buns,10,01-04-2021 08:22,1.65,18161,Mumbai,16.5,0.825,Female,Cash
548550,22662,Breads & Buns,10,01-04-2021 08:22,1.65,18161,Mumbai,16.5,0.825,Female,Cash
548550,22662,Breads & Buns,10,01-04-2021 08:22,1.65,18161,Mumbai,16.5,0.825,Female,Credit card
548550,22662,Breads & Buns,10,01-04-2021 08:22,1.65,18161,Mumbai,16.5,0.825,Female,Ewallet
548550,22662,Breads & Buns,10,01-04-2021 08:22,1.65,18161,Mumbai,16.5,0.825,Female,Ewallet
548550,22662,Breads & Buns,10,01-04-2021 08:22,1.65,18161,Mumbai,16.5,0.825,Female,Credit card
548550,22662,Breads & Buns,10,01-04-2021 08:22,1.65,18161,Mumbai,16.5,0.825,Female,Credit card
548550,22662,Breads & Buns,10,01-04-2021 08:22,1.65,18161,Mumbai,16.5,0.825,Female,Ewallet
548550,22662,Breads & Buns,10,01-04-2021 08:22,1.65,18161,Mumbai,16.5,0.825,Female,Cash
548550,22662,Breads & Buns,10,01-04-2021 08:22,1.65,18161,Mumbai,16.5,0.825,Female,Cash
548550,22662,Breads & Buns,10,01-04-2021 08:22,1.65,18161,Mumbai,16.5,0.825,Female,Ewallet
548550,22662,Breads & Buns,10,01-04-2021 08:22,1.65,18161,Mumbai,16.5,0.825,Female,Ewallet
548550,22662,Breads & Buns,10,01-04-2021 08:22,1.65,18161,Mumbai,16.5,0.825,Female,Ewallet
548550,22662,Breads & Buns,10,01-04-2021 08:22,1.65,18161,Mumbai,16.5,0.825,Female,Ewallet
548550,22662,Breads & Buns,10,01-04-2021 08:22,1.65,18161,Mumbai,16.5,0.825,Female,Cash
548550,22662,Breads & Buns,10,01-04-2021 08:22,1.65,18161,Mumbai,16.5,0.825,Female,Cash
548550,22662,Breads & Buns,10,01-04-2021 08:22,1.65,18161,Mumbai,16.5,0.825,Female,Credit card
548550,22662,Breads & Buns,10,01-04-2021 08:22,1.65,18161,Mumbai,16.5,0.825,Female,Cash
548550,22662,Breads & Buns,10,01-04-2021 08:22,1.65,18161,Mumbai,16.5,0.825,Female,Credit card
548550,22662,Breads & Buns,10,01-04-2021 08:22,1.65,18161,Mumbai,16.5,0.825,Female,Credit card
548550,22662,Breads & Buns,10,01-04-2021 08:22,1.65,18161,Mumbai,16.5,0.825,Female,Ewallet
548550,22662,Breads & Buns,10,01-04-2021 08:22,1.65,18161,Mumbai,16.5,0.825,Female,Cash
548550,22662,Breads & Buns,10,01-04-2021 08:22,1.65,18161,Mumbai,16.5,0.825,Female,Cash
548550,22662,Breads & Buns,10,01-04-2021 08:22,1.65,18161,Mumbai,16.5,0.825,Female,Ewallet
548550,22662,Breads & Buns,10,01-04-2021 08:22,1.65,18161,Mumbai,16.5,0.825,Female,Credit card
548550,22662,Breads & Buns,10,01-04-2021 08:22,1.65,18161,Mumbai,16.5,0.825,Female,Ewallet
548550,22662,Breads & Buns,10,01-04-2021 08:22,1.65,18161,Mumbai,16.5,0.825,Female,Credit card
548550,22662,Breads & Buns,10,01-04-2021 08:22,1.65,18161,Mumbai,16.5,0.825,Female,Cash
548550,22662,Breads & Buns,10,01-04-2021 08:22,1.65,18161,Mumbai,16.5,0.825,Female,Ewallet
548550,22662,Breads & Buns,10,01-04-2021 08:22,1.65,18161,Mumbai,16.5,0.825,Female,Cash
548550,22662,Breads & Buns,10,01-04-2021 08:22,1.65,18161,Mumbai,16.5,0.825,Female,Credit card
548550,22662,Breads & Buns,10,01-04-2021 08:22,1.65,18161,Mumbai,16.5,0.825,Female,Credit card
548550,22662,Breads & Buns,10,01-04-2021 08:22,1.65,18161,Mumbai,16.5,0.825,Female,Ewallet
548550,22662,Breads & Buns,10,01-04-2021 08:22,1.65,18161,Mumbai,16.5,0.825,Female,Credit card
548550,22662,Breads & Buns,10,01-04-2021 08:22,1.65,18161,Mumbai,16.5,0.825,Female,Credit card
548550,22662,Breads & Buns,10,01-04-2021 08:22,1.65,18161,Mumbai,16.5,0.825,Female,Ewallet
548550,22662,Breads & Buns,10,01-04-2021 08:22,1.65,18161,Mumbai,16.5,0.825,Female,Cash
548550,22662,Breads & Buns,10,01-04-2021 08:22,1.65,18161,Mumbai,16.5,0.825,Female,Ewallet
548550,22662,Breads & Buns,10,01-04-2021 08:22,1.65,18161,Mumbai,16.5,0.825,Female,Cash
548550,22662,Breads & Buns,10,01-04-2021 08:22,1.65,18161,Mumbai,16.5,0.825,Female,Cash
548550,22662,Breads & Buns,10,01-04-2021 08:22,1.65,18161,Mumbai,16.5,0.825,Female,Credit card
548550,22662,Breads & Buns,10,01-04-2021 08:22,1.65,18161,Mumbai,16.5,0.825,Female,Cash
548550,22662,Breads & Buns,10,01-04-2021 08:22,1.65,18161,Mumbai,16.5,0.825,Female,Ewallet
548550,22662,Breads & Buns,10,01-04-2021 08:22,1.65,18161,Mumbai,16.5,0.825,Female,Ewallet
548550,22662,Breads & Buns,10,01-04-2021 08:22,1.65,18161,Mumbai,16.5,0.825,Female,Credit card
548550,22662,Breads & Buns,10,01-04-2021 08:22,1.65,18161,Mumbai,16.5,0.825,Female,Cash
548550,22662,Breads & Buns,10,01-04-2021 08:22,1.65,18161,Mumbai,16.5,0.825,Female,Credit card
548550,22662,Breads & Buns,10,01-04-2021 08:22,1.65,18161,Mumbai,16.5,0.825,Female,Credit card
548550,22662,Breads & Buns,10,01-04-2021 08:22,1.65,18161,Mumbai,16.5,0.825,Female,Ewallet
548550,22662,Breads & Buns,10,01-04-2021 08:22,1.65,18161,Mumbai,16.5,0.825,Female,Ewallet
548550,22662,Breads & Buns,10,01-04-2021 08:22,1.65,18161,Mumbai,16.5,0.825,Female,Credit card
548550,22662,Breads & Buns,10,01-04-2021 08:22,1.65,18161,Mumbai,16.5,0.825,Female,Credit card
548550,22662,Breads & Buns,10,01-04-2021 08:22,1.65,18161,Mumbai,16.5,0.825,Female,Credit card
548550,22662,Breads & Buns,10,01-04-2021 08:22,1.65,18161,Mumbai,16.5,0.825,Female,Ewallet
548550,22662,Breads & Buns,10,01-04-2021 08:22,1.65,18161,Mumbai,16.5,0.825,Female,Ewallet
548550,22662,Breads & Buns,10,01-04-2021 08:22,1.65,18161,Mumbai,16.5,0.825,Female,Credit card
548550,22662,Breads & Buns,10,01-04-2021 08:22,1.65,18161,Mumbai,16.5,0.825,Female,Ewallet
548550,22662,Breads & Buns,10,01-04-2021 08:22,1.65,18161,Mumbai,16.5,0.825,Female,Ewallet
548550,22662,Breads & Buns,10,01-04-2021 08:22,1.65,18161,Mumbai,16.5,0.825,Female,Ewallet
548550,22662,Breads & Buns,10,01-04-2021 08:22,1.65,18161,Mumbai,16.5,0.825,Female,Ewallet
548550,22662,Breads & Buns,10,01-04-2021 08:22,1.65,18161,Mumbai,16.5,0.825,Female,Ewallet
548550,22662,Breads & Buns,10,01-04-2021 08:22,1.65,18161,Mumbai,16.5,0.825,Female,Cash
548550,22662,Breads & Buns,10,01-04-2021 08:22,1.65,18161,Mumbai,16.5,0.825,Female,Cash
548550,22662,Breads & Buns,10,01-04-2021 08:22,1.65,18161,Mumbai,16.5,0.825,Female,Ewallet
548550,22662,Breads & Buns,10,01-04-2021 08:22,1.65,18161,Mumbai,16.5,0.825,Female,Ewallet
548550,22662,Breads & Buns,10,01-04-2021 08:22,1.65,18161,Mumbai,16.5,0.825,Female,Cash
548550,22662,Breads & Buns,10,01-04-2021 08:22,1.65,18161,Mumbai,16.5,0.825,Female,Ewallet
548550,22662,Breads & Buns,10,01-04-2021 08:22,1.65,18161,Mumbai,16.5,0.825,Female,Credit card
548550,22662,Breads & Buns,10,01-04-2021 08:22,1.65,18161,Mumbai,16.5,0.825,Female,Cash
548550,22662,Breads & Buns,10,01-04-2021 08:22,1.65,18161,Mumbai,16.5,0.825,Female,Credit card
548550,22662,Breads & Buns,10,01-04-2021 08:22,1.65,18161,Mumbai,16.5,0.825,Female,Credit card
548550,22662,Breads & Buns,10,01-04-2021 08:22,1.65,18161,Mumbai,16.5,0.825,Female,Ewallet
548550,22662,Breads & Buns,10,01-04-2021 08:22,1.65,18161,Mumbai,16.5,0.825,Female,Ewallet
548550,22662,Breads & Buns,10,01-04-2021 08:22,1.65,18161,Mumbai,16.5,0.825,Female,Ewallet
548550,22662,Breads & Buns,10,01-04-2021 08:22,1.65,18161,Mumbai,16.5,0.825,Female,Ewallet
548550,22662,Breads & Buns,10,01-04-2021 08:22,1.65,18161,Mumbai,16.5,0.825,Female,Ewallet
548550,22662,Breads & Buns,10,01-04-2021 08:22,1.65,18161,Mumbai,16.5,0.825,Female,Ewallet
548550,22662,Breads & Buns,10,01-04-2021 08:22,1.65,18161,Mumbai,16.5,0.825,Female,Cash
548550,22662,Breads & Buns,10,01-04-2021 08:22,1.65,18161,Mumbai,16.5,0.825,Female,Cash
548550,22662,Breads & Buns,10,01-04-2021 08:22,1.65,18161,Mumbai,16.5,0.825,Female,Cash
548550,22662,Breads & Buns,10,01-04-2021 08:22,1.65,18161,Mumbai,16.5,0.825,Female,Cash
548550,22662,Breads & Buns,10,01-04-2021 08:22,1.65,18161,Mumbai,16.5,0.825,Female,Cash
548550,22662,Breads & Buns,10,01-04-2021 08:22,1.65,18161,Mumbai,16.5,0.825,Female,Cash
548550,22662,Breads & Buns,10,01-04-2021 08:22,1.65,18161,Mumbai,16.5,0.825,Female,Cash
548550,22662,Breads & Buns,10,01-04-2021 08:22,1.65,18161,Mumbai,16.5,0.825,Female,Cash
548550,22662,Breads & Buns,10,01-04-2021 08:22,1.65,18161,Mumbai,16.5,0.825,Female,Cash
548550,22662,Breads & Buns,10,01-04-2021 08:22,1.65,18161,Mumbai,16.5,0.825,Female,Credit card
548550,22662,Breads & Buns,10,01-04-2021 08:22,1.65,18161,Mumbai,16.5,0.825,Female,Cash
548550,22662,Breads & Buns,10,01-04-2021 08:22,1.65,18161,Mumbai,16.5,0.825,Female,Credit card
548550,22662,Breads & Buns,10,01-04-2021 08:22,1.65,18161,Mumbai,16.5,0.825,Female,Credit card
548550,22662,Breads & Buns,10,01-04-2021 08:22,1.65,18161,Mumbai,16.5,0.825,Female,Ewallet
548550,22662,Breads & Buns,10,01-04-2021 08:22,1.65,18161,Mumbai,16.5,0.825,Female,Credit card
548550,22662,Breads & Buns,10,01-04-2021 08:22,1.65,18161,Mumbai,16.5,0.825,Female,Cash
548550,22662,Breads & Buns,10,01-04-2021 08:22,1.65,18161,Mumbai,16.5,0.825,Female,Credit card
548550,22662,Breads & Buns,10,01-04-2021 08:22,1.65,18161,Mumbai,16.5,0.825,Female,Credit card
548550,22662,Breads & Buns,10,01-04-2021 08:22,1.65,18161,Mumbai,16.5,0.825,Female,Ewallet
548550,22662,Breads & Buns,10,01-04-2021 08:22,1.65,18161,Mumbai,16.5,0.825,Female,Cash
548550,22662,Breads & Buns,10,01-04-2021 08:22,1.65,18161,Mumbai,16.5,0.825,Female,Cash
548550,22662,Breads & Buns,10,01-04-2021 08:22,1.65,18161,Mumbai,16.5,0.825,Female,Cash
548550,22662,Breads & Buns,10,01-04-2021 08:22,1.65,18161,Mumbai,16.5,0.825,Female,Credit card
548550,22662,Breads & Buns,10,01-04-2021 08:22,1.65,18161,Mumbai,16.5,0.825,Female,Cash
548550,22662,Breads & Buns,10,01-04-2021 08:22,1.65,18161,Mumbai,16.5,0.825,Female,Ewallet
548550,22662,Breads & Buns,10,01-04-2021 08:22,1.65,18161,Mumbai,16.5,0.825,Female,Credit card
548550,22662,Breads & Buns,10,01-04-2021 08:22,1.65,18161,Mumbai,16.5,0.825,Female,Credit card
548550,22662,Breads & Buns,10,01-04-2021 08:22,1.65,18161,Mumbai,16.5,0.825,Female,Cash
548550,22662,Breads & Buns,10,01-04-2021 08:22,1.65,18161,Mumbai,16.5,0.825,Female,Cash
548550,22662,Breads & Buns,10,01-04-2021 08:22,1.65,18161,Mumbai,16.5,0.825,Female,Ewallet
548550,22662,Breads & Buns,10,01-04-2021 08:22,1.65,18161,Mumbai,16.5,0.825,Female,Cash
548550,22662,Breads & Buns,10,01-04-2021 08:22,1.65,18161,Mumbai,16.5,0.825,Female,Cash
548550,22662,Breads & Buns,10,01-04-2021 08:22,1.65,18161,Mumbai,16.5,0.825,Female,Ewallet
548550,22662,Breads & Buns,10,01-04-2021 08:22,1.65,18161,Mumbai,16.5,0.825,Female,Ewallet
548550,22662,Breads & Buns,10,01-04-2021 08:22,1.65,18161,Mumbai,16.5,0.825,Female,Credit card
548550,22662,Breads & Buns,10,01-04-2021 08:22,1.65,18161,Mumbai,16.5,0.825,Female,Ewallet
548550,22662,Breads & Buns,10,01-04-2021 08:22,1.65,18161,Mumbai,16.5,0.825,Female,Credit card
548550,22662,Breads & Buns,10,01-04-2021 08:22,1.65,18161,Mumbai,16.5,0.825,Female,Credit card
548550,22662,Breads & Buns,10,01-04-2021 08:22,1.65,18161,Mumbai,16.5,0.825,Female,Ewallet
548550,22662,Breads & Buns,10,01-04-2021 08:22,1.65,18161,Mumbai,16.5,0.825,Female,Ewallet
548550,22662,Breads & Buns,10,01-04-2021 08:22,1.65,18161,Mumbai,16.5,0.825,Female,Ewallet
548550,22662,Breads & Buns,10,01-04-2021 08:22,1.65,18161,Mumbai,16.5,0.825,Female,Ewallet
548550,22662,Breads & Buns,10,01-04-2021 08:22,1.65,18161,Mumbai,16.5,0.825,Female,Ewallet
548550,22662,Breads & Buns,10,01-04-2021 08:22,1.65,18161,Mumbai,16.5,0.825,Female,Ewallet
548550,22662,Breads & Buns,10,01-04-2021 08:22,1.65,18161,Mumbai,16.5,0.825,Female,Cash
548550,22662,Breads & Buns,10,01-04-2021 08:22,1.65,18161,Mumbai,16.5,0.825,Female,Cash
548550,22662,Breads & Buns,10,01-04-2021 08:22,1.65,18161,Mumbai,16.5,0.825,Female,Credit card
548550,22662,Breads & Buns,10,01-04-2021 08:22,1.65,18161,Mumbai,16.5,0.825,Female,Credit card
548550,22662,Breads & Buns,10,01-04-2021 08:22,1.65,18161,Mumbai,16.5,0.825,Female,Cash
548550,22662,Breads & Buns,10,01-04-2021 08:22,1.65,18161,Mumbai,16.5,0.825,Female,Cash
548550,22662,Breads & Buns,10,01-04-2021 08:22,1.65,18161,Mumbai,16.5,0.825,Female,Ewallet
548550,22662,Breads & Buns,10,01-04-2021 08:22,1.65,18161,Mumbai,16.5,0.825,Female,Ewallet
548550,22662,Breads & Buns,10,01-04-2021 08:22,1.65,18161,Mumbai,16.5,0.825,Female,Ewallet
548550,22662,Breads & Buns,10,01-04-2021 08:22,1.65,18161,Mumbai,16.5,0.825,Female,Ewallet
548550,22662,Breads & Buns,10,01-04-2021 08:22,1.65,18161,Mumbai,16.5,0.825,Female,Credit card
548550,22662,Breads & Buns,10,01-04-2021 08:22,1.65,18161,Mumbai,16.5,0.825,Female,Ewallet
548550,22662,Breads & Buns,10,01-04-2021 08:22,1.65,18161,Mumbai,16.5,0.825,Female,Ewallet
548550,22662,Breads & Buns,10,01-04-2021 08:22,1.65,18161,Mumbai,16.5,0.825,Female,Cash
548550,22662,Breads & Buns,10,01-04-2021 08:22,1.65,18161,Mumbai,16.5,0.825,Female,Cash
548550,22662,Breads & Buns,10,01-04-2021 08:22,1.65,18161,Mumbai,16.5,0.825,Female,Cash
548550,22662,Breads & Buns,10,01-04-2021 08:22,1.65,18161,Mumbai,16.5,0.825,Female,Cash
548550,22662,Breads & Buns,10,01-04-2021 08:22,1.65,18161,Mumbai,16.5,0.825,Female,Ewallet
548550,22662,Breads & Buns,10,01-04-2021 08:22,1.65,18161,Mumbai,16.5,0.825,Female,Cash
548550,22662,Breads & Buns,10,01-04-2021 08:22,1.65,18161,Mumbai,16.5,0.825,Female,Cash
548550,22662,Breads & Buns,10,01-04-2021 08:22,1.65,18161,Mumbai,16.5,0.825,Female,Ewallet
548550,22662,Breads & Buns,10,01-04-2021 08:22,1.65,18161,Mumbai,16.5,0.825,Female,Credit card
548550,22662,Breads & Buns,10,01-04-2021 08:22,1.65,18161,Mumbai,16.5,0.825,Female,Credit card
548550,22662,Breads & Buns,10,01-04-2021 08:22,1.65,18161,Mumbai,16.5,0.825,Female,Credit card
548550,22662,Breads & Buns,10,01-04-2021 08:22,1.65,18161,Mumbai,16.5,0.825,Female,Ewallet
548550,22662,Breads & Buns,10,01-04-2021 08:22,1.65,18161,Mumbai,16.5,0.825,Female,Cash
548550,22662,Breads & Buns,10,01-04-2021 08:22,1.65,18161,Mumbai,16.5,0.825,Female,Credit card
548550,22662,Breads & Buns,10,01-04-2021 08:22,1.65,18161,Mumbai,16.5,0.825,Female,Cash
548550,22662,Breads & Buns,10,01-04-2021 08:22,1.65,18161,Mumbai,16.5,0.825,Female,Credit card
548550,22662,Breads & Buns,10,01-04-2021 08:22,1.65,18161,Mumbai,16.5,0.825,Female,Credit card
548550,22662,Breads & Buns,10,01-04-2021 08:22,1.65,18161,Mumbai,16.5,0.825,Female,Credit card
548550,22662,Breads & Buns,10,01-04-2021 08:22,1.65,18161,Mumbai,16.5,0.825,Female,Cash
548550,22662,Breads & Buns,10,01-04-2021 08:22,1.65,18161,Mumbai,16.5,0.825,Female,Ewallet
548550,22662,Breads & Buns,10,01-04-2021 08:22,1.65,18161,Mumbai,16.5,0.825,Female,Ewallet
548550,22662,Breads & Buns,10,01-04-2021 08:22,1.65,18161,Mumbai,16.5,0.825,Female,Ewallet
548550,22662,Breads & Buns,10,01-04-2021 08:22,1.65,18161,Mumbai,16.5,0.825,Female,Ewallet
548550,22662,Breads & Buns,10,01-04-2021 08:22,1.65,18161,Mumbai,16.5,0.825,Female,Credit card
548550,22662,Breads & Buns,10,01-04-2021 08:22,1.65,18161,Mumbai,16.5,0.825,Female,Ewallet
548550,22662,Breads & Buns,10,01-04-2021 08:22,1.65,18161,Mumbai,16.5,0.825,Female,Cash
548550,22662,Breads & Buns,10,01-04-2021 08:22,1.65,18161,Mumbai,16.5,0.825,Female,Ewallet
548550,22662,Breads & Buns,10,01-04-2021 08:22,1.65,18161,Mumbai,16.5,0.825,Female,Credit card
548550,22662,Breads & Buns,10,01-04-2021 08:22,1.65,18161,Mumbai,16.5,0.825,Female,Credit card
548550,22662,Breads & Buns,10,01-04-2021 08:22,1.65,18161,Mumbai,16.5,0.825,Female,Cash
548550,22662,Breads & Buns,10,01-04-2021 08:22,1.65,18161,Mumbai,16.5,0.825,Female,Credit card
548550,22662,Breads & Buns,10,01-04-2021 08:22,1.65,18161,Mumbai,16.5,0.825,Female,Cash
548550,22662,Breads & Buns,10,01-04-2021 08:22,1.65,18161,Mumbai,16.5,0.825,Female,Ewallet
548550,22662,Breads & Buns,10,01-04-2021 08:22,1.65,18161,Mumbai,16.5,0.825,Female,Ewallet
548550,22662,Breads & Buns,10,01-04-2021 08:22,1.65,18161,Mumbai,16.5,0.825,Female,Cash
548550,22662,Breads & Buns,10,01-04-2021 08:22,1.65,18161,Mumbai,16.5,0.825,Female,Credit card
548550,22662,Breads & Buns,10,01-04-2021 08:22,1.65,18161,Mumbai,16.5,0.825,Female,Ewallet
548550,22662,Breads & Buns,10,01-04-2021 08:22,1.65,18161,Mumbai,16.5,0.825,Female,Ewallet
548550,22662,Breads & Buns,10,01-04-2021 08:22,1.65,18161,Mumbai,16.5,0.825,Female,Ewallet
548550,22662,Breads & Buns,10,01-04-2021 08:22,1.65,18161,Mumbai,16.5,0.825,Female,Credit card
548550,22662,Breads & Buns,10,01-04-2021 08:22,1.65,18161,Mumbai,16.5,0.825,Female,Credit card
548550,22662,Breads & Buns,10,01-04-2021 08:22,1.65,18161,Mumbai,16.5,0.825,Female,Cash
548550,22662,Breads & Buns,10,01-04-2021 08:22,1.65,18161,Mumbai,16.5,0.825,Female,Cash
548550,22662,Breads & Buns,10,01-04-2021 08:22,1.65,18161,Mumbai,16.5,0.825,Female,Cash
548550,22662,Breads & Buns,10,01-04-2021 08:22,1.65,18161,Mumbai,16.5,0.825,Female,Cash
548550,22662,Breads & Buns,10,01-04-2021 08:22,1.65,18161,Mumbai,16.5,0.825,Female,Ewallet
548550,22662,Breads & Buns,10,01-04-2021 08:22,1.65,18161,Mumbai,16.5,0.825,Female,Cash
548550,22662,Breads & Buns,10,01-04-2021 08:22,1.65,18161,Mumbai,16.5,0.825,Female,Cash
548550,22662,Breads & Buns,10,01-04-2021 08:22,1.65,18161,Mumbai,16.5,0.825,Female,Cash
548550,22662,Breads & Buns,10,01-04-2021 08:22,1.65,18161,Mumbai,16.5,0.825,Female,Cash
548550,22662,Breads & Buns,10,01-04-2021 08:22,1.65,18161,Mumbai,16.5,0.825,Female,Ewallet
548550,22662,Breads & Buns,10,01-04-2021 08:22,1.65,18161,Mumbai,16.5,0.825,Female,Ewallet
548550,22662,Breads & Buns,10,01-04-2021 08:22,1.65,18161,Mumbai,16.5,0.825,Female,Credit card
548550,22662,Breads & Buns,10,01-04-2021 08:22,1.65,18161,Mumbai,16.5,0.825,Female,Ewallet
548550,22662,Breads & Buns,10,01-04-2021 08:22,1.65,18161,Mumbai,16.5,0.825,Female,Ewallet
548550,22662,Breads & Buns,10,01-04-2021 08:22,1.65,18161,Mumbai,16.5,0.825,Female,Credit card
548550,22662,Breads & Buns,10,01-04-2021 08:22,1.65,18161,Mumbai,16.5,0.825,Female,Credit card
548550,22662,Breads & Buns,10,01-04-2021 08:22,1.65,18161,Mumbai,16.5,0.825,Female,Cash
548550,22662,Breads & Buns,10,01-04-2021 08:22,1.65,18161,Mumbai,16.5,0.825,Female,Cash
548550,22662,Breads & Buns,10,01-04-2021 08:22,1.65,18161,Mumbai,16.5,0.825,Female,Cash
548550,22662,Breads & Buns,10,01-04-2021 08:22,1.65,18161,Mumbai,16.5,0.825,Female,Ewallet
548550,22662,Breads & Buns,10,01-04-2021 08:22,1.65,18161,Mumbai,16.5,0.825,Female,Cash
548550,22662,Breads & Buns,10,01-04-2021 08:22,1.65,18161,Mumbai,16.5,0.825,Female,Ewallet
548550,22662,Breads & Buns,10,01-04-2021 08:22,1.65,18161,Mumbai,16.5,0.825,Female,Ewallet
548550,22662,Breads & Buns,10,01-04-2021 08:22,1.65,18161,Mumbai,16.5,0.825,Female,Cash
548550,22662,Breads & Buns,10,01-04-2021 08:22,1.65,18161,Mumbai,16.5,0.825,Female,Ewallet
548550,22662,Breads & Buns,10,01-04-2021 08:22,1.65,18161,Mumbai,16.5,0.825,Female,Ewallet
548550,22662,Breads & Buns,10,01-04-2021 08:22,1.65,18161,Mumbai,16.5,0.825,Female,Ewallet
548550,22662,Breads & Buns,10,01-04-2021 08:22,1.65,18161,Mumbai,16.5,0.825,Female,Ewallet
548550,22662,Breads & Buns,10,01-04-2021 08:22,1.65,18161,Mumbai,16.5,0.825,Female,Credit card
548550,22662,Breads & Buns,10,01-04-2021 08:22,1.65,18161,Mumbai,16.5,0.825,Female,Ewallet
548550,22662,Breads & Buns,10,01-04-2021 08:22,1.65,18161,Mumbai,16.5,0.825,Female,Credit card
548550,22662,Breads & Buns,10,01-04-2021 08:22,1.65,18161,Mumbai,16.5,0.825,Female,Credit card
548550,22662,Breads & Buns,10,01-04-2021 08:22,1.65,18161,Mumbai,16.5,0.825,Female,Credit card
548550,22662,Breads & Buns,10,01-04-2021 08:22,1.65,18161,Mumbai,16.5,0.825,Female,Cash
548550,22662,Breads & Buns,10,01-04-2021 08:22,1.65,18161,Mumbai,16.5,0.825,Female,Cash
548550,22662,Breads & Buns,10,01-04-2021 08:22,1.65,18161,Mumbai,16.5,0.825,Female,Credit card
548550,22662,Breads & Buns,10,01-04-2021 08:22,1.65,18161,Mumbai,16.5,0.825,Female,Cash
548550,22662,Breads & Buns,10,01-04-2021 08:22,1.65,18161,Mumbai,16.5,0.825,Female,Ewallet
548550,22662,Breads & Buns,10,01-04-2021 08:22,1.65,18161,Mumbai,16.5,0.825,Female,Cash
548550,22662,Breads & Buns,10,01-04-2021 08:22,1.65,18161,Mumbai,16.5,0.825,Female,Credit card
548550,22662,Breads & Buns,10,01-04-2021 08:22,1.65,18161,Mumbai,16.5,0.825,Female,Credit card
548550,22662,Breads & Buns,10,01-04-2021 08:22,1.65,18161,Mumbai,16.5,0.825,Female,Ewallet
548550,22662,Breads & Buns,10,01-04-2021 08:22,1.65,18161,Mumbai,16.5,0.825,Female,Cash
548550,22662,Breads & Buns,10,01-04-2021 08:22,1.65,18161,Mumbai,16.5,0.825,Female,Credit card
548550,22662,Breads & Buns,10,01-04-2021 08:22,1.65,18161,Mumbai,16.5,0.825,Female,Ewallet
548550,22662,Breads & Buns,10,01-04-2021 08:22,1.65,18161,Mumbai,16.5,0.825,Female,Ewallet
548550,22662,Breads & Buns,10,01-04-2021 08:22,1.65,18161,Mumbai,16.5,0.825,Female,Ewallet
548550,22662,Breads & Buns,10,01-04-2021 08:22,1.65,18161,Mumbai,16.5,0.825,Female,Ewallet
548550,22662,Breads & Buns,10,01-04-2021 08:22,1.65,18161,Mumbai,16.5,0.825,Female,Credit card
